hotel_name,original_price,price_after_discount,tax,rating,location
Maha Rama Suite Amed,765000,382500,Inclusive of taxes,8.0,Amed
Simona Hotel Canggu,197089,145540,Inclusive of taxes,6.2,Canggu
Kahayana Suites,1157000,462800,Inclusive of taxes,8.7,Ubud
Villa JJ and Spa Ubud,530909,440000,Inclusive of taxes,8.8,Ubud
Sahaja Sawah Resort,2261000,1695750,Inclusive of taxes,,Selemadeg
Ubud Glassy Villas by Pramana Villas,1186823,890117,Inclusive of taxes,8.8,Ubud
Kubu Benoa Guest House,600000,450000,Inclusive of taxes,9.6,Tanjung Benoa
Bagus Agro Pelaga,2079000,1559250,Inclusive of taxes,8.7,Plaga
Bali Royal Heritage Villas,900000,540000,Inclusive of taxes,,Seminyak
The Kutaya Guest House,312862,286013,Inclusive of taxes,8.2,Badung
Rama Beach Resort & Villas,3297619,2263620,Inclusive of taxes,8.6,Badung
Agung View Villa,850000,552500,Inclusive of taxes,,Nusa Penida
Ubud 18,240000,180000,Inclusive of taxes,8.0,Ubud
Taman Agung Hotel,926922,507501,Inclusive of taxes,8.4,Sanur
Soraya Apartment,466667,350000,Inclusive of taxes,8.3,Seminyak
OYO 1762 Hotel Astiti Graha Tanah Lot,179485,139998,Inclusive of taxes,7.0,Tanah Lot
Jangkrik Homestay,226667,170000,Inclusive of taxes,8.5,Ubud
Rahayu Guest House Ubud,215648,174675,Inclusive of taxes,9.2,Ubud
Hotel Satriya Cottages,950482,762300,Inclusive of taxes,8.7,Poppies
Ode Hostel,63333,47500,Inclusive of taxes,8.4,Monkey Forest
Bunut Garden Luxury Private Villa - CHSE Certified,1768760,1620000,Inclusive of taxes,8.8,Kedewatan
Tamarind Beach Bungalow Lembongan,540000,405000,Inclusive of taxes,7.9,Nusa Lembongan
Dukuh Village Villas,730800,548100,Inclusive of taxes,8.8,Tegallalang
The Village of Angels,2141810,1581616,Inclusive of taxes,,Candidasa
Laguna Reef Hut Lembongan,570000,456000,Inclusive of taxes,8.8,Nusa Lembongan
Tropical Garden Inn,239868,179901,Inclusive of taxes,,Nusa Penida
Hotel Segara Agung,906300,561906,Inclusive of taxes,,Sanur
Oki Taru Residence,500000,300000,Inclusive of taxes,,Tuban
Hotel Singasari Seririt,156877,117658,Inclusive of taxes,8.3,Seririt
Annapurna River View Villas,2933334,2200000,Inclusive of taxes,,Mengwi
Malibu Huts Nusa Penida,780000,585000,Inclusive of taxes,9.0,Nusa Penida
Champlung Sari Hotel Ubud,1390400,695200,Inclusive of taxes,8.3,Monkey Forest
Valomia Guesthouse,204705,153529,Inclusive of taxes,8.2,West Denpasar
Cameng Homestay,466668,350001,Inclusive of taxes,,Sanur
Bendesa Accomodation,357143,267857,Inclusive of taxes,7.3,Legian
Swastika Guest House,466668,350001,Inclusive of taxes,7.9,Sanur
Dekara Cottages Penida,269100,161460,Inclusive of taxes,,Nusa Penida
Fourteen Roses Beach Hotel,610517,422500,Inclusive of taxes,7.9,Legian
Bayak Bali Hotel,180000,135000,Inclusive of taxes,6.6,West Denpasar
Nakula Familiar Inn,450000,202500,Inclusive of taxes,9.0,North Denpasar
Dajan Buyan Homestay,418000,313500,Inclusive of taxes,8.6,Bedugul
The Garden Villa,797333,598000,Inclusive of taxes,8.3,Sanur
Bataran Garden Cottage,600000,450000,Inclusive of taxes,8.3,Nusa Penida
Pinggan Sunrise Camp,276817,207613,Inclusive of taxes,,Kintamani
Amed Lodge by Sudamala Resorts,1046900,674999,Inclusive of taxes,8.6,Amed
Nirmala Guest House,1147429,693461,Inclusive of taxes,8.5,Keramas
Risata Bali Resort & Spa,880000,616000,Inclusive of taxes,8.4,Badung
Suma Beach Hotel,324000,243000,Inclusive of taxes,7.9,Lovina
The Sanyas Retreat,1170000,1053000,Inclusive of taxes,8.5,Kerambitan
Hotel Sari,237000,201450,Inclusive of taxes,7.8,Gilimanuk
Hotel Duta Karya,399780,241612,Inclusive of taxes,6.7,Singaraja
Medewi Surf Lodge,240000,180000,Inclusive of taxes,7.0,Medewi
OYO 3096 Hotel Dewi Warsiki,163007,127145,Inclusive of taxes,7.3,Gilimanuk
Tarzan Marriott on Penida,690600,517950,Inclusive of taxes,,Nusa Penida
OYO 3062 Pondok Wisata Dewata,188561,118793,Inclusive of taxes,7.1,Batubulan
Tarzan Marriott on Penida,690600,517950,Inclusive of taxes,,Nusa Penida
OYO 3062 Pondok Wisata Dewata,188561,118793,Inclusive of taxes,7.1,Batubulan
Origin Uluwatu,1596500,1436850,Inclusive of taxes,9.2,Pecatu
Suji Bungalow,282450,246500,Inclusive of taxes,8.2,Poppies
Adiwana Warnakali Resort,3799430,2608083,Inclusive of taxes,9.1,Nusa Penida
XOXO Kuta Legian Hostel,278400,208800,Inclusive of taxes,8.2,Legian
Sariqu House,223940,167955,Inclusive of taxes,8.7,Badung
Margarita Surf Hostel Canggu,141845,78015,Inclusive of taxes,7.5,Canggu
Singgahan Bungalow,366667,275000,Inclusive of taxes,,Nusa Penida
Kangkung Cottages Karangasem,426000,319500,Inclusive of taxes,8.2,Amlapura
Ariks Hotel Ubud,361819,180001,Inclusive of taxes,,Ubud
Pradana Beach Inn,660000,495000,Inclusive of taxes,,Nusa Penida
Bali Eco Living Dormitory,102000,76500,Inclusive of taxes,7.8,Denpasar
Bali Diva Hotel,397914,246707,Inclusive of taxes,6.8,Poppies
Denays Guest House Jimbaran,404806,190259,Inclusive of taxes,7.6,Jimbaran
Puri Naga Beachfront Cottages,1696428,475000,Inclusive of taxes,7.6,Seminyak
Villa das Meer,629000,471750,Inclusive of taxes,8.6,Banjar
Villa Green House Penida aka Citronella Homestay,266666,141333,Inclusive of taxes,8.1,Nusa Penida
Yulia 2 Homestay Sanur Guesthouse,413333,310000,Inclusive of taxes,8.0,Sanur
Balitung Villa Seminyak,1557692,905580,Inclusive of taxes,,Seminyak
Abyan Guest House,349333,262000,Inclusive of taxes,7.6,Sanur
SPOT ON 1927 Hotel Candra Adigraha,146652,92391,Inclusive of taxes,7.2,North Denpasar
Surf Doggie Inn,145667,109250,Inclusive of taxes,8.3,Badung
Gora Beach Inn,735575,367788,Inclusive of taxes,8.2,Poppies
Svaha Private Villa Ceningan,569100,426825,Inclusive of taxes,,Nusa Ceningan
Wonder-Land Villa,253333,190000,Inclusive of taxes,8.0,Monkey Forest
Dolphin Beach Bali,1881322,840000,Inclusive of taxes,8.0,Lovina
Kibu Kauh Sunrise Cottage Penida,340000,255000,Inclusive of taxes,8.8,Nusa Penida
Relax Bali Dive & Spa Resort,1641444,1231083,Inclusive of taxes,,Tulamben
The Alena Resort by Pramana,4149832,1659933,Inclusive of taxes,8.7,Ubud
Hotel Cianjur Bali,322667,242000,Inclusive of taxes,7.8,East Denpasar
Pondok Bali Guest House,266667,200000,Inclusive of taxes,8.8,Lovina
Puri Padi Hotel,933333,700000,Inclusive of taxes,7.3,Monkey Forest
The Radiant Hotel and Spa,850000,425000,Inclusive of taxes,8.3,Tuban
The Backyard House,210667,158000,Inclusive of taxes,8.7,Tanah Lot
Taman Mekar Beach Inn,217858,135072,Inclusive of taxes,8.2,Poppies
Pradhana Residence,240000,180000,Inclusive of taxes,8.3,Tuban
"Puri Lumbung Restaurant, Cottage & Waterpark Mengwi",535476,401607,Inclusive of taxes,,Mengwi
Eat Sleep Skate,1179175,1080001,Inclusive of taxes,8.6,East Denpasar
OYO 90810 Ravaya Homestay,120796,76101,Inclusive of taxes,,Singaraja
Kubu B'dauh Homestay,313333,235000,Inclusive of taxes,7.9,Legian
Nusa Sedayu hotel,1066666,799999,Inclusive of taxes,,Nusa Penida
Jepun Bali Hotel,1046760,785070,Inclusive of taxes,8.7,Badung
Pertiwi Bisma 2,1575000,677250,Inclusive of taxes,8.3,Monkey Forest
Mimpi Resort Tulamben Dive and Spa,1508490,1001300,Inclusive of taxes,8.5,Tulamben
Karang Sari Guesthouse & Restaurant,348000,261000,Inclusive of taxes,8.7,Munduk
Taos House Nusa Lembongan by Best Deals Asia Hospitality,937500,375000,Inclusive of taxes,8.9,Nusa Lembongan
Bintang Bungalow Nusa Penida,834600,625950,Inclusive of taxes,8.7,Nusa Penida
Hotel Lestari Gilimanuk,220000,165000,Inclusive of taxes,8.2,Gilimanuk
Rise Apartment Sanur,414960,311220,Inclusive of taxes,,Sanur
Wadari Retreat Villa Ubud,2160000,1490400,Inclusive of taxes,8.5,Sukawati
Ocean Brothers Ceningan,599999,449999,Inclusive of taxes,8.5,Nusa Ceningan
Kumari Villa,2280000,1710000,Inclusive of taxes,7.8,Kerobokan
Asri Sari Ubud Resort & Villa,720000,288000,Inclusive of taxes,7.9,Ubud
Respati Beach Hotel,2399999,1799999,Inclusive of taxes,8.5,Sanur
Villa Baba Lovina,466667,350000,Inclusive of taxes,,Lovina
Bali Mountain Retreat,466667,350000,Inclusive of taxes,,Selemadeg
Wawa Wewe II Villas,699999,524999,Inclusive of taxes,8.2,Amed
Cozy Palm,266665,199999,Inclusive of taxes,8.3,Jimbaran
Tirta Ening Agung Hotel,540000,405000,Inclusive of taxes,8.3,Sanur
Antari Hotel Pemuteran,1066666,799999,Inclusive of taxes,8.3,Pemuteran
Trijaya Guest House,163875,147488,Inclusive of taxes,8.8,Pemuteran
Interconnection Kuta,418000,313500,Inclusive of taxes,8.9,Badung
Bukit Permata Lembongan,333334,250000,Inclusive of taxes,,Nusa Lembongan
OYO 90895 Giri Puspa Guest Hose,252537,196979,Inclusive of taxes,,Nusa Dua
Rumah Roda Home Stay,1317769,450001,Inclusive of taxes,8.9,Ubud
Balitone Guest House,360000,313200,Inclusive of taxes,8.3,West Denpasar
Made House Sanur,98264,90000,Inclusive of taxes,8.6,Sanur
Flamingo Dewata Suite,3350970,1005291,Inclusive of taxes,9.0,Pecatu
Uma Kutuh 2,288000,201600,Inclusive of taxes,8.0,Ubud
Utari Residence Legian,233333,175000,Inclusive of taxes,8.7,Legian
Gapul Homestay,204000,153000,Inclusive of taxes,8.1,Nusa Penida
Margareth Homestay,170000,158100,Inclusive of taxes,8.3,Ungasan
Jesen's Inn 2,399999,299999,Inclusive of taxes,8.1,Badung
Balian Paradise Resort,320000,224000,Inclusive of taxes,7.2,Balian
Yuda Homestay Nusa Penida,540000,405000,Inclusive of taxes,,Nusa Penida
Dream Beach Cottages,482644,399999,Inclusive of taxes,,Nusa Lembongan
Mejore Beach Hotel,1350000,945000,Inclusive of taxes,8.7,Amed
Kubu Mekarsari Homestay,448180,336135,Inclusive of taxes,8.2,Jimbaran
Bali Bobo Hostel,160001,120001,Inclusive of taxes,9.3,Jimbaran
Hill Dance Bali American Hotel,933333,700000,Inclusive of taxes,,Jimbaran
The Visala Boutique Suite Seminyak,2765703,1650000,Inclusive of taxes,8.6,Seminyak
Hartaning House by Pramana Villas,581382,319760,Inclusive of taxes,8.4,Ubud
Green Beach Inn,532471,487688,Inclusive of taxes,8.8,Nusa Penida
White Sandy Beach Menjangan,380000,285000,Inclusive of taxes,8.5,Menjangan
Scuba Tribe Bali,380000,239400,Inclusive of taxes,9.3,Tulamben
White Sandy Beach Menjangan,380000,285000,Inclusive of taxes,8.5,Menjangan
Scuba Tribe Bali,380000,239400,Inclusive of taxes,9.3,Tulamben
G7 Residence,380000,285000,Inclusive of taxes,8.2,Nusa Dua
The Amrita Salt Farm Villas,1266668,950001,Inclusive of taxes,,Tejakula
Namastay,198000,118800,Inclusive of taxes,9.2,Monkey Forest
Balisanti Bungalows,775798,710550,Inclusive of taxes,8.8,Candidasa
Bramasa Guesthouse & Gallery,630000,315000,Inclusive of taxes,,Ubud
Aru House Ubud,133333,100000,Inclusive of taxes,,Monkey Forest
Mutiara Kost - Imam Bonjol Denpasar,200000,150000,Inclusive of taxes,8.0,West Denpasar
Desila Beach House,289155,216866,Inclusive of taxes,,Nusa Penida
Kencana Ubud Cottage,348750,296438,Inclusive of taxes,9.1,Ubud
Svaha Ubud,360000,270000,Inclusive of taxes,7.9,Ubud
Sahera  Hotel Karangasem,733332,549999,Inclusive of taxes,9.0,Amed
Jati 3 Bungalow & Spa,466666,350000,Inclusive of taxes,7.6,Monkey Forest
Hotel The Flora Kuta Bali,420000,315000,Inclusive of taxes,8.5,Badung
Darba Guest House,585000,280800,Inclusive of taxes,9.3,Ubud
Liberty Dive Resort,966667,725000,Inclusive of taxes,7.3,Tulamben
Sing sing Residence,333333,250000,Inclusive of taxes,,West Denpasar
Umah Anila,300811,225608,Inclusive of taxes,8.9,Ubud
The Swell,222000,166500,Inclusive of taxes,8.7,Tanah Lot
Sayang Residence I,386289,239499,Inclusive of taxes,7.2,West Denpasar
Bali Nusa Cottage,300811,225608,Inclusive of taxes,8.3,Nusa Lembongan
The Ayudya Gelogor Carik,245662,225001,Inclusive of taxes,8.2,Denpasar
deSeruni Guest House,373939,231842,Inclusive of taxes,8.7,West Denpasar
Kubu Kalih,474942,292550,Inclusive of taxes,7.8,Denpasar
BB Homestay Two,250000,230000,Inclusive of taxes,6.9,Pecatu
Green Palace Homestay Nusa Penida,370291,229580,Inclusive of taxes,8.3,Nusa Penida
The Puncak Santhi Inn,200000,180000,Inclusive of taxes,,Nusa Penida
Nyuh Gading Bungalow,262800,197100,Inclusive of taxes,9.1,Nusa Penida
Genta House,369600,277200,Inclusive of taxes,,Badung
Sanur Ayu Hotel,329333,247000,Inclusive of taxes,7.7,Sanur
Doubleyou Home Stay Pemuteran,333335,250001,Inclusive of taxes,,Pemuteran
Sukanusa Luxury Huts,530627,485999,Inclusive of taxes,8.8,Nusa Lembongan
Kerti Beach Bungalow and Restaurant,307573,230680,Inclusive of taxes,7.2,Padangbai
Madu Sari Hotel Kintamani,306667,230000,Inclusive of taxes,7.8,Kintamani
The Somayan Bungalows,228160,190445,Inclusive of taxes,8.9,Nusa Penida
Mulia Home Stay,286666,214999,Inclusive of taxes,,Kutuh
Bhuwana Ubud Hotel and Farming,995330,734999,Inclusive of taxes,8.8,Ubud
Suly Vegetarian Resort & Spa,1068958,564000,Inclusive of taxes,7.8,Ubud
Sari Indah Cottages,348524,216085,Inclusive of taxes,8.4,Legian
Puri Sading Hotel,938664,560001,Inclusive of taxes,8.2,Sanur
Teba House Bisma Ubud,308137,156401,Inclusive of taxes,,Ubud
Wahyu Masari Homestay Penida,329400,247050,Inclusive of taxes,9.0,Nusa Penida
The Banana House Nusa Penida,202500,172125,Inclusive of taxes,9.3,Nusa Penida
OYO Flagship 91062 Antara Sunset Road,343194,267691,Inclusive of taxes,7.9,Denpasar
The Niti Hut's Lembongan,973333,730000,Inclusive of taxes,8.5,Nusa Lembongan
Ubud Sari Health Resort,895691,521699,Inclusive of taxes,8.5,Ubud
The Ruum,165636,91100,Inclusive of taxes,8.7,Canggu
Bale Bali House,260000,195000,Inclusive of taxes,,Ubud
Kondra Premiere Guest House,724104,354811,Inclusive of taxes,8.3,Legian
Kememai Hostel,138155,75985,Inclusive of taxes,8.6,Monkey Forest
Rita ZA Hotel,196078,137255,Inclusive of taxes,6.5,Legian
CHEZ IDA,600001,450001,Inclusive of taxes,8.4,Ubud
Shangrilah Villas,558347,360000,Inclusive of taxes,8.0,Baturiti
Teja Homestay,399999,299999,Inclusive of taxes,,Ubud
Kailash Homestay,532000,399000,Inclusive of taxes,8.5,Padangbai
Taxa Uma,295380,183136,Inclusive of taxes,8.2,Badung
THE AYUDYA PURA DEMAK,266667,200000,Inclusive of taxes,,West Denpasar
The Ocean Sunset Villas Ceningan,733332,549999,Inclusive of taxes,8.2,Nusa Ceningan
The Nicho's Bungalows & Villas,346962,332499,Inclusive of taxes,8.4,Nusa Lembongan
Gedhong Hostel,230557,115279,Inclusive of taxes,,Nusa Penida
Hotel Mawar II Denpasar,216600,162450,Inclusive of taxes,7.6,West Denpasar
Cool Breeze Bungalow Nusa Penida,337500,253125,Inclusive of taxes,,Nusa Penida
Mekar Jaya Bungalows,202667,152000,Inclusive of taxes,7.6,Legian
Van Santri Homestay Pemuteran,173333,130000,Inclusive of taxes,9.0,Pemuteran
LaGriya Guest House,637500,478125,Inclusive of taxes,7.6,East Denpasar
Putri Homestay,699999,524999,Inclusive of taxes,,Sanur
Kubu Turah Homestay,274716,166027,Inclusive of taxes,7.3,Jimbaran
Uma Kutuh Bungalow,191076,143307,Inclusive of taxes,7.3,Ubud
Bukit Indah Homestay,190000,142500,Inclusive of taxes,8.5,Amed
OYO 90089 Hotel Satria Syariah,129073,100677,Inclusive of taxes,8.8,North Denpasar
Ramp Cottage,399999,299999,Inclusive of taxes,,Nusa Penida
Buda Cottage Ubud,343925,314999,Inclusive of taxes,,Tampaksiring
Omah Nusa Villa,333334,250000,Inclusive of taxes,,Nusa Penida
Kubu Indah Guest House,235835,216000,Inclusive of taxes,,Nusa Penida
Bali Asli Lodge by EPS,395882,216750,Inclusive of taxes,8.5,Ubud
Ninja Suite Villa,511693,317250,Inclusive of taxes,7.8,East Denpasar
Matta Lodge Bali,228000,171000,Inclusive of taxes,8.6,Jimbaran
Bulan Bali Homestay & Hostel,300000,225000,Inclusive of taxes,8.9,Ubud
Ramaya Ubud View by EPS,268920,242028,Inclusive of taxes,7.5,Payangan
Ubud Canti Accommodation,266668,200001,Inclusive of taxes,8.1,Ubud
Amed Sari Beach Guesthouse,266668,200001,Inclusive of taxes,,Amed
Medal Jaya Hostel & Room,133333,100000,Inclusive of taxes,,Nusa Lembongan
The Warji Bisma,426515,275000,Inclusive of taxes,8.5,Ubud
Arnata Guest House,133333,100000,Inclusive of taxes,7.5,Susut
Eliska Sari Bungalows,276000,207000,Inclusive of taxes,9.0,Menjangan
Bulan Bali Hostel,100000,75000,Inclusive of taxes,,Ubud
Askara Guest House & Hostel,200000,150000,Inclusive of taxes,,Ubud
Write Hostel,127744,117000,Inclusive of taxes,9.0,Nusa Penida
The Calna Villa Bali,2254792,1826382,Inclusive of taxes,8.8,Badung
Artaloka Hotel Penida,666667,500000,Inclusive of taxes,,Nusa Penida
The Calna Villa Bali,2254792,1826382,Inclusive of taxes,8.8,Badung
Artaloka Hotel Penida,666667,500000,Inclusive of taxes,,Nusa Penida
Delight ART Villas,9684112,7263084,Inclusive of taxes,,Seminyak
The Garuda Homestay Sanur,320000,272000,Inclusive of taxes,,Sanur
Castaway Resort Lembongan,2857631,2143223,Inclusive of taxes,,Nusa Lembongan
"Dua Dari, a Residence by Hadiprana",3750000,3375000,Inclusive of taxes,,Ubud
Sebuluh Sunset Hill Penida,1403100,841860,Inclusive of taxes,9.5,Nusa Penida
Kania Villa by WizZeLa,700000,427000,Inclusive of taxes,,Nusa Dua
Watu Jineng by WizZeLa,382500,267750,Inclusive of taxes,,Nusa Penida
The Bhaswara Ubud,705750,529313,Inclusive of taxes,,Sukawati
The Kd Suites & Coffee Shop,1200000,600000,Inclusive of taxes,,Cemagi
Villa Paradise Uluwatu,12266666,9200000,Inclusive of taxes,,Ungasan
Aventus Resort Ubud,819000,573300,Inclusive of taxes,,Tegallalang
Prayatna Villas,2000000,1500000,Inclusive of taxes,,Sebatu
Lovina Beach 1 & 2,12118553,9088915,Inclusive of taxes,,Banjar
"Dua Dari, a Residence by Hadiprana",3750000,3375000,Inclusive of taxes,,Ubud
Sebuluh Sunset Hill Penida,1403100,841860,Inclusive of taxes,9.5,Nusa Penida
Kania Villa by WizZeLa,700000,427000,Inclusive of taxes,,Nusa Dua
Watu Jineng by WizZeLa,382500,267750,Inclusive of taxes,,Nusa Penida
GK Bali Resort,3022500,1360125,Inclusive of taxes,,Sebatu
Amala Villas Ubud,10694063,8555250,Inclusive of taxes,,Payangan
Danakha Villa Ubud,3750000,1500000,Inclusive of taxes,,Tegallalang
Kalya Villa by Supala,1074228,762702,Inclusive of taxes,,Ubud
The Sagara Penida,1866667,1400000,Inclusive of taxes,,Nusa Penida
The Royal Santrian,10585884,7266547,Inclusive of taxes,,Tanjung Benoa
Kelingking Sunset Point Hotel & Spa,1295000,971250,Inclusive of taxes,,Nusa Penida
Manda Villa.,2085616,1249476,Inclusive of taxes,,Nusa Dua
GK Bali Resort,3022500,1360125,Inclusive of taxes,,Sebatu
Homestay Mas Arjuna,291739,180878,Inclusive of taxes,,West Denpasar
The Sayan House,20000000,15000000,Inclusive of taxes,,Sayan
